UNIT NBR;MOVE KIND;CARRIER VISIT;CA;LOAI PTVT;LOAI CAU BEN;STS QUAY;TIME STS QUAY;GAP DELAY;REASON;TIME COMPLETED;PUT CHE NAME;TIME OF FETCH;FETCH CHE NAME;CARRY CHE NAME;FROM POSITION;TO POSITION;UNIT TYPE ISO;UNIT VGM VERIFIED;LINE OP;STS YARD;STS YARD TIME;STS CARRY;STS CARRY START TIME;STS CARRY END TIME;RESTOW REASON
MSKU1670830;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 11:51:30;3;;2026-05-28 12:01:30;RTG13;2026-05-28 11:51:30;QC06;TT25;V-CM09W22A67-999999;Y-CMIT-2A34G.4;45G1;FCL;MAE;RTG13;28/12:01;TT25;2026-05-28 11:51:30;2026-05-28 12:01:30;
CAAU4697696;GATE IN;72H00783;D1 28/05/2026;;GATE;;2026-05-28 12:01:30;;;2026-05-28 12:01:30;RS01;;;;T-72H00783 (TIP);Y-CMIT-1Z38E.1;45G1;MTY;MAE;RS01;28/12:01;;;;
MRKU4541856;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 12:00:30;4;WAITING;2026-05-28 12:00:30;QC07;2026-05-28 11:55:30;RTG05;TT42;Y-CMIT-4K20E.5;V-AT17W22A87L-181072;45G1;FCL;MAE;RTG05;28/11:55;TT42;2026-05-28 11:55:30;2026-05-28 12:00:30;
FANU1581333;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 12:00:30;;;2026-05-28 12:00:30;RTG09;2026-05-28 12:00:30;RTG09;RTG09;Y-CMIT-4J14F.4;Y-CMIT-4J14G.1;45G1;FCL;HLC;RTG09;28/12:00;;;;
TLLU4677172;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:52:30;6;WAITING;2026-05-28 12:00:30;RTG02;2026-05-28 11:52:30;QC02;TT40;V-MK10W22A83-999999;Y-CMIT-3G26F.3;45G1;FCL;MAE;RTG02;28/12:00;TT40;2026-05-28 11:52:30;2026-05-28 12:00:30;
HAMU4481423;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 12:00:30;;;2026-05-28 12:00:30;RTG12;2026-05-28 11:58:30;RTG12;RTG12;Y-CMIT-1H10C.2;Y-CMIT-1H10F.5;45G1;FCL;HLC;RTG12;28/12:00;;;;
MRSU3039297;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 11:54:30;2;;2026-05-28 12:00:30;RTG08;2026-05-28 11:54:30;QC06;TT39;V-CM09W22A67-999999;Y-CMIT-3A38A.3;45G1;FCL;MAE;RTG08;28/12:00;TT39;2026-05-28 11:54:30;2026-05-28 12:00:30;
TRHU1152120;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:44:30;1;;2026-05-28 11:59:30;RTG03;2026-05-28 11:44:30;QC01;TT37;V-CM12W22A68-999999;Y-CMIT-2F25D.1;22G1;FCL;MAE;RTG03;28/11:59;TT37;2026-05-28 11:44:30;2026-05-28 11:59:30;
CAAU9537710;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:59:30;1;;2026-05-28 11:59:30;QC05;2026-05-28 11:51:30;EH01;TT18;Y-CMIT-19Y18C.1;V-TN01W22A86L-021984;45G1;MTY;ZIM;EH01;28/11:51;TT18;2026-05-28 11:51:30;2026-05-28 11:59:30;
HAMU4277467;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:53:30;1;;2026-05-28 11:59:30;RTG07;2026-05-28 11:53:30;QC02;TT01;V-MK10W22A83-999999;Y-CMIT-2B12F.1;45G1;FCL;HLC;RTG07;28/11:59;TT01;2026-05-28 11:53:30;2026-05-28 11:59:30;
MRSU9565730;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 11:52:30;1;;2026-05-28 11:58:30;RTG02;2026-05-28 11:52:30;QC06;TT30;V-CM09W22A67-999999;Y-CMIT-3G26G.2;45G1;FCL;MAE;RTG02;28/11:58;TT30;2026-05-28 11:52:30;2026-05-28 11:58:30;
ZCSU7907457;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:58:30;1;;2026-05-28 11:58:30;QC05;2026-05-28 11:47:30;EH01;TT31;Y-CMIT-19Y18C.2;V-TN01W22A86L-021982;45G1;MTY;ZIM;EH01;28/11:47;TT31;2026-05-28 11:47:30;2026-05-28 11:58:30;
MRKU5654081;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 11:38:30;4;WAITING;2026-05-28 11:58:30;RTG13;2026-05-28 11:38:30;QC03;TT13;V-MK10W22A83-999999;Y-CMIT-2A24E.4;45G1;FCL;MAE;RTG13;28/11:58;TT13;2026-05-28 11:38:30;2026-05-28 11:58:30;
HLBU2837285;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 11:58:30;;;2026-05-28 11:58:30;RTG12;2026-05-28 11:57:30;RTG12;RTG12;Y-CMIT-1H10C.3;Y-CMIT-1H10E.4;45G1;FCL;HLC;RTG12;28/11:58;;;;
BMOU2206950;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:44:30;;;2026-05-28 11:57:30;RTG03;2026-05-28 11:44:30;QC01;TT37;V-CM12W22A68-999999;Y-CMIT-2F25G.1;22G1;FCL;MAE;RTG03;28/11:57;TT37;2026-05-28 11:44:30;2026-05-28 11:57:30;
ZCSU7321419;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:57:30;1;;2026-05-28 11:57:30;QC05;2026-05-28 11:44:30;EH01;TT43;Y-CMIT-19Y18C.3;V-TN01W22A86L-021980;45G1;MTY;ZIM;EH01;28/11:44;TT43;2026-05-28 11:44:30;2026-05-28 11:57:30;
HASU4652744;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 11:52:30;2;;2026-05-28 11:57:30;RTG08;2026-05-28 11:52:30;QC03;TT14;V-MK10W22A83-999999;Y-CMIT-3A26F.3;45G1;FCL;MAE;RTG08;28/11:57;TT14;2026-05-28 11:52:30;2026-05-28 11:57:30;
GLDU9722704;GATE OUT;72C10226;D1 28/05/2026;;GATE;;2026-05-28 11:57:30;;;2026-05-28 11:57:30;;2026-05-28 11:57:30;RTG10;;Y-CMIT-1D15B.1;T-72C10226-TIP-N;22G1;FCL;HAL;RTG10;28/11:57;;;;
MRKU8123730;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:43:30;2;;2026-05-28 11:56:30;RTG11;2026-05-28 11:43:30;QC01;TT36;V-CM12W22A68-999999;Y-CMIT-1C23G.2;22G1;FCL;MAE;RTG11;28/11:56;TT36;2026-05-28 11:43:30;2026-05-28 11:56:30;
UACU5827982;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:56:30;2;;2026-05-28 11:56:30;QC07;2026-05-28 11:53:30;RTG09;TT41;Y-CMIT-4J06D.5;V-AT17W22A87L-060174;45G1;FCL;HLC;RTG09;28/11:53;TT41;2026-05-28 11:53:30;2026-05-28 11:56:30;
HLBU2049318;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 11:56:30;;;2026-05-28 11:56:30;RTG12;2026-05-28 11:54:30;RTG12;RTG12;Y-CMIT-1H10C.4;Y-CMIT-1H10F.4;45G1;FCL;HLC;RTG12;28/11:56;;;;
MRKU2492325;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 11:50:30;2;;2026-05-28 11:56:30;RTG15;2026-05-28 11:50:30;QC03;TT24;V-MK10W22A83-999999;Y-CMIT-2G02D.5;45G1;FCL;MAE;RTG15;28/11:56;TT24;2026-05-28 11:50:30;2026-05-28 11:56:30;
MRKU5520879;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 11:48:30;1;;2026-05-28 11:56:30;RTG01;2026-05-28 11:48:30;QC06;TT08;V-CM09W22A67-999999;Y-CMIT-1J22C.3;45G1;FCL;MAE;RTG01;28/11:56;TT08;2026-05-28 11:48:30;2026-05-28 11:56:30;
JXLU6285699;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:56:30;;;2026-05-28 11:56:30;QC05;2026-05-28 11:45:30;UN03;TT03;Y-CMIT-4Y20D.3;V-TN01W22A86L-022586;45G1;MTY;ZIM;UN03;28/11:45;TT03;2026-05-28 11:45:30;2026-05-28 11:56:30;
CAAU8505554;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:47:30;3;;2026-05-28 11:55:30;RTG13;2026-05-28 11:47:30;QC01;TT34;V-CM12W22A68-999999;Y-CMIT-2A34G.3;45G1;FCL;MAE;RTG13;28/11:55;TT34;2026-05-28 11:47:30;2026-05-28 11:55:30;
MRSU3386280;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 11:48:30;4;WAITING;2026-05-28 11:54:30;RTG08;2026-05-28 11:48:30;QC03;TT21;V-MK10W22A83-999999;Y-CMIT-3A38A.2;45G1;FCL;MAE;RTG08;28/11:54;TT21;2026-05-28 11:48:30;2026-05-28 11:54:30;
FCIU2648311;GATE OUT;50E40300;D1 28/05/2026;;GATE;;2026-05-28 11:54:30;;;2026-05-28 11:54:30;;2026-05-28 11:54:30;RTG03;;Y-CMIT-2F15B.3;T-50E40300-TIP-S;22G1;FCL;ESL;RTG03;28/11:54;;;;
MRKU4614295;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:54:30;3;;2026-05-28 11:54:30;QC07;2026-05-28 11:48:30;RTG05;TT15;Y-CMIT-3K18D.1;V-AT17W22A87L-180972;45G1;FCL;MAE;RTG05;28/11:48;TT15;2026-05-28 11:48:30;2026-05-28 11:54:30;
HASU4168771;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:42:30;1;;2026-05-28 11:53:30;RTG12;2026-05-28 11:42:30;QC05;TT27;V-CM09W22A67-999999;Y-CMIT-1H06F.3;45G1;FCL;MAE;RTG12;28/11:53;TT27;2026-05-28 11:42:30;2026-05-28 11:53:30;
MRKU8344963;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:38:30;2;;2026-05-28 11:53:30;RTG11;2026-05-28 11:38:30;QC01;TT19;V-CM12W22A68-999999;Y-CMIT-2C13C.2;22G1;FCL;MAE;RTG11;28/11:53;TT19;2026-05-28 11:38:30;2026-05-28 11:53:30;
TRHU8429310;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:45:30;3;;2026-05-28 11:53:30;RTG14;2026-05-28 11:45:30;QC02;TT35;V-MK10W22A83-999999;Y-CMIT-3E02C.4;45G1;FCL;MAE;RTG14;28/11:53;TT35;2026-05-28 11:45:30;2026-05-28 11:53:30;
MRKU0674887;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:39:30;1;;2026-05-28 11:52:30;RTG07;2026-05-28 11:39:30;QC05;TT39;V-CM09W22A67-999999;Y-CMIT-2B12A.2;42G1;FCL;MAE;RTG07;28/11:52;TT39;2026-05-28 11:39:30;2026-05-28 11:52:30;
UACU5923081;GATE IN;60H32292;D1 28/05/2026;;GATE;;2026-05-28 11:52:30;;;2026-05-28 11:52:30;RTG08;;;;T-60H32292-TIP;Y-CMIT-3A26F.2;45G1;FCL;HLC;RTG08;28/11:52;;;;
CAIU6580470;GATE OUT;72C10226;D1 28/05/2026;;GATE;;2026-05-28 11:52:30;;;2026-05-28 11:52:30;;2026-05-28 11:49:30;RTG15;;Y-CMIT-1G17D.1;T-72C10226-TIP-S;22G1;FCL;HAL;RTG15;28/11:52;;;;
FANU1045182;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 11:45:30;;;2026-05-28 11:52:30;RTG10;2026-05-28 11:45:30;QC06;TT02;V-CM09W22A67-999999;Y-CMIT-1D18F.2;45G1;FCL;HLC;RTG10;28/11:52;TT02;2026-05-28 11:45:30;2026-05-28 11:52:30;
HAMU2982494;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:51:30;1;;2026-05-28 11:51:30;QC07;2026-05-28 11:47:30;RTG09;TT42;Y-CMIT-4J06C.5;V-AT17W22A87L-060374;45G1;FCL;HLC;RTG09;28/11:47;TT42;2026-05-28 11:47:30;2026-05-28 11:51:30;
TCKU2883245;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:41:30;3;;2026-05-28 11:51:30;RTG02;2026-05-28 11:41:30;QC01;TT23;V-CM12W22A68-999999;Y-CMIT-3G17D.2;22G1;FCL;MAE;RTG02;28/11:51;TT23;2026-05-28 11:41:30;2026-05-28 11:51:30;
MRSU7486483;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:31:30;4;WAITING;2026-05-28 11:50:30;RTG03;2026-05-28 11:31:30;QC01;TT40;V-CM12W22A68-999999;Y-CMIT-2F12G.5;45G1;FCL;MAE;RTG03;28/11:50;TT40;2026-05-28 11:31:30;2026-05-28 11:50:30;
MRSU3184994;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:50:30;2;;2026-05-28 11:50:30;QC07;2026-05-28 11:46:30;RTG05;TT41;Y-CMIT-3K18D.2;V-AT17W22A87L-181172;45G1;FCL;MAE;RTG05;28/11:46;TT41;2026-05-28 11:46:30;2026-05-28 11:50:30;
TXGU7120990;GATE IN;72H07228;D1 28/05/2026;;GATE;;2026-05-28 11:49:30;;;2026-05-28 11:49:30;RTG07;;;;T-72H07228-TIP;Y-CMIT-2B12D.2;45G1;FCL;HLC;RTG07;28/11:49;;;;
BSIU8084725;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:41:30;1;;2026-05-28 11:49:30;RTG01;2026-05-28 11:41:30;QC05;TT10;V-CM09W22A67-999999;Y-CMIT-1J22B.2;45G1;FCL;MAE;RTG01;28/11:49;TT10;2026-05-28 11:41:30;2026-05-28 11:49:30;
TCLU3430370;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 11:49:30;;;2026-05-28 11:49:30;RTG15;2026-05-28 11:49:30;RTG15;RTG15;Y-CMIT-1G17D.2;Y-CMIT-1G17C.2;22G1;FCL;HAL;RTG15;28/11:49;;;;
SUDU8643110;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 11:44:30;3;;2026-05-28 11:49:30;RTG11;2026-05-28 11:44:30;QC03;TT24;V-MK10W22A83-999999;Y-CMIT-2C28F.5;45G1;FCL;MAE;RTG11;28/11:49;TT24;2026-05-28 11:44:30;2026-05-28 11:49:30;
CMAU1798184;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:43:30;;;2026-05-28 11:49:30;RTG13;2026-05-28 11:43:30;QC01;TT36;V-CM12W22A68-999999;Y-CMIT-1A13F.4;22G1;FCL;MAE;RTG13;28/11:49;TT36;2026-05-28 11:43:30;2026-05-28 11:49:30;
TLLU7513871;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 11:45:30;;;2026-05-28 11:48:30;RTG08;2026-05-28 11:45:30;QC06;TT30;V-CM09W22A67-999999;Y-CMIT-3A14F.4;45G1;FCL;MAE;RTG08;28/11:48;TT30;2026-05-28 11:45:30;2026-05-28 11:48:30;
MRSU7386885;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:40:30;1;;2026-05-28 11:48:30;RTG14;2026-05-28 11:40:30;QC02;TT14;V-MK10W22A83-999999;Y-CMIT-3E02C.3;45G1;FCL;MAE;RTG14;28/11:48;TT14;2026-05-28 11:40:30;2026-05-28 11:48:30;
TEMU8414390;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:42:30;2;;2026-05-28 11:48:30;RTG02;2026-05-28 11:42:30;QC02;TT01;V-MK10W22A83-999999;Y-CMIT-3G30C.5;45G1;FCL;MAE;RTG02;28/11:48;TT01;2026-05-28 11:42:30;2026-05-28 11:48:30;
MRSU4773197;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:48:30;3;;2026-05-28 11:48:30;QC07;2026-05-28 11:43:30;RTG05;TT09;Y-CMIT-3K18D.3;V-AT17W22A87L-181372;45G1;FCL;MAE;RTG05;28/11:43;TT09;2026-05-28 11:43:30;2026-05-28 11:48:30;
MRKU4027847;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:39:30;2;;2026-05-28 11:47:30;RTG01;2026-05-28 11:39:30;QC02;TT33;V-MK10W22A83-999999;Y-CMIT-1J18G.5;45G1;FCL;MAE;RTG01;28/11:47;TT33;2026-05-28 11:39:30;2026-05-28 11:47:30;
MRKU7102477;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:41:30;;;2026-05-28 11:46:30;RTG11;2026-05-28 11:41:30;QC01;TT23;V-CM12W22A68-999999;Y-CMIT-2C13D.4;22G1;FCL;MAE;RTG11;28/11:46;TT23;2026-05-28 11:41:30;2026-05-28 11:46:30;
HAMU2112766;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 11:41:30;3;;2026-05-28 11:46:30;RTG10;2026-05-28 11:41:30;QC03;TT21;V-MK10W22A83-999999;Y-CMIT-1D06B.3;45G1;FCL;HLC;RTG10;28/11:46;TT21;2026-05-28 11:41:30;2026-05-28 11:46:30;
MRSU8607126;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:36:30;1;;2026-05-28 11:46:30;RTG14;2026-05-28 11:36:30;QC05;TT25;V-CM09W22A67-999999;Y-CMIT-3E02C.2;45G1;FCL;MAE;RTG14;28/11:46;TT25;2026-05-28 11:36:30;2026-05-28 11:46:30;
MRKU4152387;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:38:30;1;;2026-05-28 11:46:30;RTG03;2026-05-28 11:38:30;QC05;TT20;V-CM09W22A67-999999;Y-CMIT-1F10E.4;45G1;FCL;MAE;RTG03;28/11:46;TT20;2026-05-28 11:38:30;2026-05-28 11:46:30;
TGBU7165672;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 11:46:30;1;;2026-05-28 11:46:30;QC04;2026-05-28 11:41:30;UN03;TT18;Y-CMIT-4Y20D.4;V-TN01W22A86L-022584;45G1;MTY;ZIM;UN03;28/11:41;TT18;2026-05-28 11:41:30;2026-05-28 11:46:30;
GCXU6503303;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:36:30;2;;2026-05-28 11:46:30;RTG07;2026-05-28 11:36:30;QC01;TT34;V-CM12W22A68-999999;Y-CMIT-2B12C.2;45G1;FCL;MAE;RTG07;28/11:46;TT34;2026-05-28 11:36:30;2026-05-28 11:46:30;
MRKU6276598;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:41:30;;;2026-05-28 11:46:30;RTG08;2026-05-28 11:41:30;QC05;TT08;V-CM09W22A67-999999;Y-CMIT-3A02D.5;45G1;FCL;MAE;RTG08;28/11:46;TT08;2026-05-28 11:41:30;2026-05-28 11:46:30;
HLXU8624833;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:45:30;2;;2026-05-28 11:45:30;QC07;2026-05-28 11:42:30;RTG12;TT29;Y-CMIT-3H34G.5;V-AT17W22A87L-061372;45G1;FCL;HLC;RTG12;28/11:42;TT29;2026-05-28 11:42:30;2026-05-28 11:45:30;
SUDU1479900;DISCHARGE;CM12W22A68;D1 28/05/2026;BARGE;CMIT QUAY;QC01;2026-05-28 11:38:30;;;2026-05-28 11:45:30;RTG02;2026-05-28 11:38:30;QC01;TT19;V-CM12W22A68-999999;Y-CMIT-3G17F.1;22G1;FCL;MAE;RTG02;28/11:45;TT19;2026-05-28 11:38:30;2026-05-28 11:45:30;
DRYU9926762;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 11:45:30;2;;2026-05-28 11:45:30;QC04;2026-05-28 11:38:30;EH01;TT16;Y-CMIT-19Y18C.4;V-TN01W22A86L-021978;45G1;MTY;ZIM;EH01;28/11:38;TT16;2026-05-28 11:38:30;2026-05-28 11:45:30;
MRKU4217805;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:43:30;1;;2026-05-28 11:44:30;RTG01;2026-05-28 11:43:30;QC05;TT11;V-CM09W22A67-999999;Y-CMIT-1J18D.5;45G1;FCL;MAE;RTG01;28/11:44;TT11;2026-05-28 11:43:30;2026-05-28 11:44:30;
HASU5064473;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:40:30;1;;2026-05-28 11:43:30;RTG08;2026-05-28 11:40:30;QC05;TT02;V-CM09W22A67-999999;Y-CMIT-3A02D.4;45G1;FCL;MAE;RTG08;28/11:43;TT02;2026-05-28 11:40:30;2026-05-28 11:43:30;
HLXU8430381;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:43:30;1;;2026-05-28 11:43:30;QC07;2026-05-28 11:39:30;RTG12;TT42;Y-CMIT-3H34F.5;V-AT17W22A87L-061572;45G1;FCL;HLC;RTG12;28/11:39;TT42;2026-05-28 11:39:30;2026-05-28 11:43:30;
CAAU5473509;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 11:43:30;1;;2026-05-28 11:43:30;QC04;2026-05-28 11:35:30;UN03;TT31;Y-CMIT-4Y20E.1;V-TN01W22A86L-022582;45G1;MTY;ZIM;UN03;28/11:35;TT31;2026-05-28 11:35:30;2026-05-28 11:43:30;
MRSU5918968;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:37:30;1;;2026-05-28 11:43:30;RTG03;2026-05-28 11:37:30;QC05;TT04;V-CM09W22A67-999999;Y-CMIT-1F06E.2;45G1;FCL;MAE;RTG03;28/11:43;TT04;2026-05-28 11:37:30;2026-05-28 11:43:30;
HAMU1351220;DISCHARGE;PL22W22A82;D1 28/05/2026;BARGE;CMIT QUAY;QC06;2026-05-28 11:31:30;1;;2026-05-28 11:43:30;RTG13;2026-05-28 11:31:30;QC06;TT12;V-PL22W22A82-999999;Y-CMIT-1A02D.1;45G1;FCL;HLC;RTG13;28/11:43;TT12;2026-05-28 11:31:30;2026-05-28 11:43:30;
CAAU6503758;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:24:30;1;;2026-05-28 11:42:30;RTG15;2026-05-28 11:24:30;QC02;TT37;V-MK10W22A83-999999;Y-CMIT-2G34G.5;45G1;FCL;MAE;RTG15;28/11:42;TT37;2026-05-28 11:24:30;2026-05-28 11:42:30;
MRKU3462238;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:42:30;1;;2026-05-28 11:42:30;QC07;2026-05-28 11:37:30;RTG05;TT41;Y-CMIT-3K18D.4;V-AT17W22A87L-181572;45G1;FCL;MAE;RTG05;28/11:37;TT41;2026-05-28 11:37:30;2026-05-28 11:42:30;
SUDU6955871;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 11:34:30;3;;2026-05-28 11:42:30;RTG01;2026-05-28 11:34:30;QC03;TT24;V-MK10W22A83-999999;Y-CMIT-1J18B.4;45G1;FCL;MAE;RTG01;28/11:42;TT24;2026-05-28 11:34:30;2026-05-28 11:42:30;
CAAU8186673;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 11:42:30;2;;2026-05-28 11:42:30;QC04;2026-05-28 11:35:30;EH01;TT03;Y-CMIT-19Y18D.1;V-TN01W22A86L-021976;45G1;MTY;ZIM;EH01;28/11:35;TT03;2026-05-28 11:35:30;2026-05-28 11:42:30;
TCKU7056722;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:37:30;3;;2026-05-28 11:42:30;RTG10;2026-05-28 11:37:30;QC02;TT35;V-MK10W22A83-999999;Y-CMIT-1D24C.4;45G1;FCL;MAE;RTG10;28/11:42;TT35;2026-05-28 11:37:30;2026-05-28 11:42:30;
MRSU5856146;DISCHARGE;CM09W22A67;D1 28/05/2026;BARGE;CMIT QUAY;QC05;2026-05-28 11:35:30;3;;2026-05-28 11:41:30;RTG08;2026-05-28 11:35:30;QC05;TT30;V-CM09W22A67-999999;Y-CMIT-3A02D.3;45G1;FCL;MAE;RTG08;28/11:41;TT30;2026-05-28 11:35:30;2026-05-28 11:41:30;
CAAU8933779;GATE IN;72C09865;D1 28/05/2026;;GATE;;2026-05-28 11:41:30;;;2026-05-28 11:41:30;RS01;;;;T-72C09865-TIP;Y-CMIT-2V10F.1;45G1;MTY;MAE;RS01;28/11:41;;;;
TCLU5714056;LOAD;AT17W22A87L;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 11:41:30;2;;2026-05-28 11:41:30;QC07;2026-05-28 11:34:30;RTG05;TT15;Y-CMIT-3K30C.1;V-AT17W22A87L-180372;45G1;FCL;MAE;RTG05;28/11:34;TT15;2026-05-28 11:34:30;2026-05-28 11:41:30;
UETU8002378;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:27:30;2;;2026-05-28 11:40:30;RTG13;2026-05-28 11:27:30;QC02;TT01;V-MK10W22A83-999999;Y-CMIT-1A30G.3;45G1;FCL;MAE;RTG13;28/11:40;TT01;2026-05-28 11:27:30;2026-05-28 11:40:30;
CAAU5239825;LOAD;TN01W22A86L;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 11:40:30;4;WAITING;2026-05-28 11:40:30;QC04;2026-05-28 11:33:30;UN03;TT43;Y-CMIT-4Y20E.2;V-TN01W22A86L-022580;45G1;MTY;ZIM;UN03;28/11:33;TT43;2026-05-28 11:33:30;2026-05-28 11:40:30;
MRKU6262125;DISCHARGE;MK10W22A83;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 11:34:30;3;;2026-05-28 11:40:30;RTG03;2026-05-28 11:34:30;QC02;TT21;V-MK10W22A83-999999;Y-CMIT-1F06F.3;45G1;FCL;MAE;RTG03;28/11:40;TT21;2026-05-28 11:34:30;2026-05-28 11:40:30;
